"input","output","label"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Institutional investors which had been selling stock throughout last week to lock in handsome gains made through the third quarter were calmer """""" >>> Output: """"""","( S ( NP-SBJ ( NP-HLN ( NN Institutional ) ( NN investors ) ) ) ( VP ( VBD had ) ( VBN been ) ( VP ( VBG selling ) ( NP-DO ( NN stock ) ) ( PP-LOC ( IN throughout ) ( NP-HLN ( NP-SBJ ( NN last ) ( NN week ) ) ) ) ) ( PP-LOC ( IN to ) ( PP-LOC ( IN the ) ( NP-HLN ( NN third ) ( NN quarter ) ) ) ) ) ) ( VP ( VBD made ) ( NP-DO ( NP-HLN ( NN handsome ) ( NN gains ) ) ) ) ( ADVP-TMP ( NP-HLN ( NP-SBJ ( NN through ) ) ) ) ) ) """"""

























































","( S ( NP-SBJ ( NP ( JJ Institutional ) ( NNS investors ) ) ( SBAR ( WHNP-1 ( WDT which ) ) ( S ( VP ( VBD had ) ( VP ( VBN been ) ( VP ( VBG selling ) ( NP ( NN stock ) ) ( PP-TMP ( IN throughout ) ( NP ( JJ last ) ( NN week ) ) ) ( S-PRP ( VP ( TO to ) ( VP ( VB lock ) ( PRT ( RP in ) ) ( NP ( NP ( JJ handsome ) ( NNS gains ) ) ( VP ( VBN made ) ( PP-TMP ( IN through ) ( NP ( DT the ) ( JJ third ) ( NN quarter ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( VP ( VBD were ) ( ADJP-PRD ( JJR calmer ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" We had a good amount of selling from institutions but not as much panic Mr. DaPuzzo said """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( WP we ) ) ( VP ( VBD had ) ( NP-DO ( NN a ) ( NN good ) ( NN amount ) ( NP-DO ( NN of ) ( NN selling ) ) ( PP-LOC ( IN from ) ( NP-SBJ ( NNP institutions ) ) ) ) ( NP-DO ( NN but ) ( NN not ) ( NN as ) ( NN much ) ( NN panic ) ) ) ) ) ( NP-SBJ ( NP-SBJ ( NNP Mr. ) ( NNP DaPuzzo ) ) ) ( VP ( VBD said ) ) ) ) """"""



























































































","( S ( S-TPC-1 ( NP-SBJ ( PRP We ) ) ( VP ( VBD had ) ( NP ( NP ( NP ( DT a ) ( JJ good ) ( NN amount ) ) ( PP ( IN of ) ( NP ( VBG selling ) ) ) ( PP ( IN from ) ( NP ( NNS institutions ) ) ) ) ( CC but ) ( RB not ) ( NP ( ADJP ( IN as ) ( JJ much ) ) ( NN panic ) ) ) ) ) ( NP-SBJ ( NNP Mr. ) ( NNP DaPuzzo ) ) ( VP ( VBD said ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" If they could n't sell some of them put the shares back on the shelf """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP they ) ) ( VP ( VBD could ) ( VBN sell ) ( NP-DO ( NP ( DT some ) ( NP-TMP ( NP ( DT of ) ( NP ( DT them ) ) ) ) ( NP-DO ( NP ( DT put ) ( NP-TMP ( NP ( DT the ) ( NP ( NNS shares ) ) ) ( NP-TMP ( NP ( DT back ) ( NP-TMP ( NP ( DT on ) ( NP ( DT the ) ( NP ( NNS shelf ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( VP ( VBD n't ) ( VBP sell ) ( NP-DO ( NP ( DT some ) ( NP-TMP ( NP ( DT of ) ( NP ( DT them ) ) ) ) ( NP-DO ( NP ( DT put ) ( NP-TMP ( NP ( DT the ) ( NP ( NNS shares","( S ( SBAR-ADV ( IN If ) ( S ( NP-SBJ ( PRP they ) ) ( VP ( MD could ) ( RB n't ) ( VP ( VB sell ) ) ) ) ) ( NP-SBJ ( NP ( DT some ) ) ( PP ( IN of ) ( NP ( PRP them ) ) ) ) ( VP ( VBD put ) ( NP ( DT the ) ( NNS shares ) ) ( ADVP-DIR ( RB back ) ) ( PP-PUT ( IN on ) ( NP ( DT the ) ( NN shelf ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" In addition he said some bigger institutional investors placed bids to buy some OTC stocks whose prices were beaten down """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP In ) ) ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ (","( S-2 ( PP ( IN In ) ( NP ( NN addition ) ) ) ( PRN ( S ( NP-SBJ ( PRP he ) ) ( VP ( VBD said ) ) ) ) ( NP-SBJ ( DT some ) ( JJR bigger ) ( JJ institutional ) ( NNS investors ) ) ( VP ( VBD placed ) ( NP ( NNS bids ) ( S ( VP ( TO to ) ( VP ( VB buy ) ( NP ( NP ( DT some ) ( NNP OTC ) ( NNS stocks ) ) ( SBAR ( WHNP-1 ( WP$ whose ) ( NNS prices ) ) ( S ( VP ( VBD were ) ( VP ( VBN beaten ) ( PRT ( RP down ) ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Nasdaq 's biggest stocks were hammered """""" >>> Output: """"""","( S ( NP-SBJ ( NNP Nasdaq ) ) ( S-ADV-1 ( S-ADV-2 ( S-ADV-3 ( S-ADV-4 ( S-ADV-5 ( S-ADV-6 ( S-ADV-7 ( S-ADV-8 ( S-ADV-9 ( S-ADV-10 ( S-ADV-11 ( S-ADV-12 ( S-ADV-13 ( S-ADV-14 ( S-ADV-15 ( S-ADV-16 ( S-ADV-17 ( S-ADV-18 ( S-ADV-19 ( S-ADV-20 ( S-ADV-21 ( S-ADV-22 ( S-ADV-23 ( S-ADV-24 ( S-ADV-25 ( S-ADV-26 ( S-ADV-27 ( S-ADV-28 ( S-ADV-29 ( S-ADV-30 ( S-ADV-31 (","( S ( NP-SBJ-1 ( NP ( NNP Nasdaq ) ( POS 's ) ) ( JJS biggest ) ( NNS stocks ) ) ( VP ( VBD were ) ( VP ( VBN hammered ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The Nasdaq 100 Index of the largest nonfinancial issues including the big OTC technology issues tumbled 4.2 % or 19.76 to 449.33 """""" >>> Output: """"""","( S ( NP-SBJ ( NP-HLN ( NNP Nasdaq ) ( CD 100 ) ) ( NP-HLN ( NN Index ) ( NP-HLN ( NP-SBJ ( NP-HLN ( NNP the ) ( NP-HLN ( NN largest ) ) ( NP-HLN ( NN nonfinancial ) ) ( NP-HLN ( NN issues ) ) ) ) ( NP-HLN ( NP-SBJ ( NP-HLN ( NNP including ) ) ( NP-HLN ( NP-SBJ ( NP-HLN ( NNP the ) ( NP-HLN ( NN big ) ) ( NP-HLN ( NN OTC ) ) ( NP-HLN ( NN technology ) ) ( NP-HLN ( NN issues ) ) ) ) ) ) ) ) ) ) ) ( VP ( VBD tumbled ) ( NP-HLN ( NP-SBJ ( CD 4.2 ) ) ( NP-HLN ( NP-SBJ ( NN % ) )","( S ( NP-SBJ ( NP ( DT The ) ( NNP Nasdaq ) ( CD 100 ) ( NNP Index ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( JJS largest ) ( JJ nonfinancial ) ( NNS issues ) ) ( PP ( VBG including ) ( NP ( DT the ) ( JJ big ) ( NNP OTC ) ( NN technology ) ( NNS issues ) ) ) ) ) ) ( VP ( VBD tumbled ) ( NP-EXT ( NP ( CD 4.2 ) ( NN % ) ) ( CC or ) ( NP ( CD 19.76 ) ) ) ( PP-DIR ( TO to ) ( NP ( CD 449.33 ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The Nasdaq Financial Index of giant insurance and banking stocks dropped 2 % or 9.31 to 462.98 """""" >>> Output: """"""","( S ( NP-SBJ ( NP-HLN ( NN The ) ( NN Nasdaq ) ( NN Financial ) ( NN Index ) ) ) ( VP ( VBD dropped ) ( NP-TMP ( NN 2 ) ) ( NP-TMP ( NN 9.31 ) ) ( NP-TMP ( NN 462.98 ) ) ) ) """""" ##","( S ( NP-SBJ ( NP ( DT The ) ( NNP Nasdaq ) ( NNP Financial ) ( NNP Index ) ) ( PP ( IN of ) ( NP ( JJ giant ) ( NN insurance ) ( CC and ) ( NN banking ) ( NNS stocks ) ) ) ) ( VP ( VBD dropped ) ( NP-EXT ( NP ( CD 2 ) ( NN % ) ) ( CC or ) ( NP ( CD 9.31 ) ) ) ( PP-DIR ( TO to ) ( NP ( CD 462.98 ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The OTC market has only a handful of takeover-related stocks """""" >>> Output: """"""","( S ( NP-SBJ ( DT The ) ( NN OTC ) ( NN market ) ) ( VP ( VBZ has ) ( NP-DO ( NN only ) ( NN a ) ( NN handful ) ( NP-DO ( NN of ) ( NN takeover-related ) ( NNS stocks ) ) ) ) ) """""" ##","( S ( NP-SBJ ( DT The ) ( NNP OTC ) ( NN market ) ) ( VP ( VBZ has ) ( NP ( NP ( RB only ) ( DT a ) ( NN handful ) ) ( PP ( IN of ) ( NP ( JJ takeover-related ) ( NNS stocks ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" But they fell sharply """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP they ) ) ( VP ( VBD fell ) ( ADVP-PRD ( RB sharply ) ) ) ) ) """""" ##","( S ( CC But ) ( NP-SBJ ( PRP they ) ) ( VP ( VBD fell ) ( ADVP-MNR ( RB sharply ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" McCaw lost 8 % or 3 1\/2 to 40 """""" >>> Output: """"""","( S ( NP-SBJ ( NNP McCaw ) ) ( VP ( VBD lost ) ( NP-DOB ( CD 8 ) ) ( NP-DOB ( CD 3 ) ) ( NP-DOB ( CD 1\/2 ) ) ( NP-DOB ( CD 40 ) ) ) ) """""" ##","( S ( NP-SBJ ( NNP McCaw ) ) ( VP ( VBD lost ) ( NP ( NP ( CD 8 ) ( NN % ) ) ( CC or ) ( NP ( QP ( CD 3 ) ( CD 1\/2 ) ) ) ) ( PP-DIR ( TO to ) ( NP ( CD 40 ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" LIN Broadcasting dropped 5 1\/2 or 5 % to 107 1\/2 """""" >>> Output: """"""","( S ( NP-SBJ ( NNP LIN ) ( NP-SBJ ( NN Broadcasting ) ) ) ( VP ( VBD dropped ) ( NP-DO ( CD 5 ) ( NP-DO ( CD 1\/2 ) ) ) ( NP-DO ( CD 5 ) ) ( NP-DO ( CD 1\/2 ) ) ) ( NP-DO ( CD 107 ) ) ( NP-DO ( CD 1\/2 ) ) ) ) """""" ##","( S ( NP-SBJ ( NNP LIN ) ( NNP Broadcasting ) ) ( VP ( VBD dropped ) ( NP-EXT ( NP ( QP ( CD 5 ) ( CD 1\/2 ) ) ) ( CC or ) ( NP ( CD 5 ) ( NN % ) ) ) ( PP-DIR ( TO to ) ( NP ( QP ( CD 107 ) ( CD 1\/2 ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The turnover in both issues was roughly normal """""" >>> Output: """"""","( S ( NP-SBJ ( NN The ) ( NP-SBJ ( NN turnover ) ) ) ( VP ( VBD was ) ( RB roughly ) ( RB normal ) ) ( NP-SBJ ( NN issues ) ) ) ( ADVP-TMP ( NP-SBJ ( DT both ) ) ) ) """""" ##","( S ( NP-SBJ ( NP ( DT The ) ( NN turnover ) ) ( PP-LOC ( IN in ) ( NP ( DT both ) ( NNS issues ) ) ) ) ( VP ( VBD was ) ( ADJP-PRD ( RB roughly ) ( JJ normal ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Commercial Intertech plummeted 6 to 26 """""" >>> Output: """"""","( S ( NP-SBJ ( NNP Commercial ) ( NNP Intertech ) ) ( VP ( VBD plummeted ) ( NP-TMP ( CD 6 ) ) ( TO 26 ) ) ) """""" ##","( S ( NP-SBJ ( NNP Commercial ) ( NNP Intertech ) ) ( VP ( VBD plummeted ) ( NP-EXT ( CD 6 ) ) ( PP-DIR ( TO to ) ( NP ( CD 26 ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The issues of companies with ties to the junk bond market also tumbled Friday """""" >>> Output: """"""","( S ( NP-SBJ ( NP-HLN ( NN The ) ( NN issues ) ) ( NP-SBJ-2 ( NP-HLN ( NP-SBJ-3 ( NP-HLN ( NNP companies ) ) ( NP-SBJ-4 ( NP-HLN ( NNP ties ) ) ( NP-SBJ-5 ( NP-HLN ( NNP to ) ) ( NP-HLN ( NNP the ) ) ( NNP junk ) ) ) ) ) ( NP-SBJ-6 ( NP-HLN ( NNP bond ) ) ) ) ) ) ) ( VP ( VBD tumbled ) ) ) ( ADVP-TMP ( NP-HLN ( NNP Friday ) ) ) ) """"""












































































","( S ( NP-SBJ ( NP ( DT The ) ( NNS issues ) ) ( PP ( IN of ) ( NP ( NP ( NNS companies ) ) ( PP ( IN with ) ( NP ( NP ( NNS ties ) ) ( PP ( TO to ) ( NP ( DT the ) ( NN junk ) ( NN bond ) ( NN market ) ) ) ) ) ) ) ) ( ADVP ( RB also ) ) ( VP ( VBD tumbled ) ( NP-TMP ( NNP Friday ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" On the OTC market First Executive a big buyer of the high-risk high-yield issues slid 2 to 12 1\/4 """""" >>> Output: """"""","( S ( NP-SBJ ( NP-HLN ( NN On ) ( NP-HLN ( NNP the ) ( NN OTC ) ( NN market ) ) ) ) ( VP ( VBD First ) ( NP-HLN ( NNP Executive ) ) ( NP-HLN ( NN a ) ( NN big ) ( NN buyer ) ( NP-HLN ( NNP of ) ( NP-HLN ( NNP the ) ( NNP high-risk ) ( NNP high-yield ) ( NN issues ) ) ) ) ) ( NP-HLN ( NNP slid ) ) ( NP-HLN ( NN 2 ) ) ( NP-HLN ( NNP to ) ) ( NNP 12 ) ( NP-HLN ( CD 1/4 ) ) ) ) """"""




























































","( S ( PP-TMP ( IN On ) ( NP ( DT the ) ( NNP OTC ) ( NN market ) ) ) ( NP-SBJ ( NP ( NNP First ) ( NNP Executive ) ) ( NP ( NP ( DT a ) ( JJ big ) ( NN buyer ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ high-risk ) ( JJ high-yield ) ( NNS issues ) ) ) ) ) ( VP ( VBD slid ) ( NP-EXT ( CD 2 ) ) ( PP-DIR ( TO to ) ( NP ( QP ( CD 12 ) ( CD 1\/4 ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Investors who bought stock with borrowed money that is on margin may be more worried than most following Friday 's market drop """""" >>> Output: """"""","( S ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( NP-SBJ ( N","( S ( NP-SBJ ( NP ( NNS Investors ) ) ( SBAR ( WHNP-1 ( WP who ) ) ( S ( VP ( VBD bought ) ( NP ( NN stock ) ) ( PP-MNR ( IN with ) ( NP ( JJ borrowed ) ( NN money ) ) ) ( PRN ( S-ADV ( NP-SBJ ( DT that ) ) ( VP ( VBZ is ) ) ) ( PP ( IN on ) ( NP ( NN margin ) ) ) ) ) ) ) ) ( VP ( MD may ) ( VP ( VB be ) ( ADJP-PRD ( ADJP ( RBR more ) ( JJ worried ) ) ( PP ( IN than ) ( NP ( JJS most ) ) ) ) ( PP-TMP ( VBG following ) ( NP ( NP ( NNP Friday ) ( POS 's ) ) ( NN market ) ( NN drop ) ) ) ) ) )"
