"input","output","label"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The Nasdaq Financial Index of giant insurance and banking stocks dropped 2 % or 9.31 to 462.98 """""" >>> Output: """"""","( S ( NP-SBJ ( DT The ) ( NN Nasdaq ) ( NN Financial ) ( NN Index ) ) ( NP-SBJ ( DT giant ) ( NN insurance ) ( NN banking ) ( NN stocks ) ) ( VP ( VBD dropped ) ( NN % ) ( NN or ) ( NN 9.31 ) ( NN to ) ( NN 462.98 ) ) ) """""" ##","( S ( NP-SBJ ( NP ( DT The ) ( NNP Nasdaq ) ( NNP Financial ) ( NNP Index ) ) ( PP ( IN of ) ( NP ( JJ giant ) ( NN insurance ) ( CC and ) ( NN banking ) ( NNS stocks ) ) ) ) ( VP ( VBD dropped ) ( NP-EXT ( NP ( CD 2 ) ( NN % ) ) ( CC or ) ( NP ( CD 9.31 ) ) ) ( PP-DIR ( TO to ) ( NP ( CD 462.98 ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The OTC market has only a handful of takeover-related stocks """""" >>> Output: """"""","( S ( NP-SBJ ( DT The ) ( NN OTC ) ( NN market ) ) ( ADJP-PRD ( JJ only ) ( NN a ) ( NN handful ) ( NN of ) ( NN takeover-related ) ( NN stocks ) ) ) """""" ##","( S ( NP-SBJ ( DT The ) ( NNP OTC ) ( NN market ) ) ( VP ( VBZ has ) ( NP ( NP ( RB only ) ( DT a ) ( NN handful ) ) ( PP ( IN of ) ( NP ( JJ takeover-related ) ( NNS stocks ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" But they fell sharply """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP But ) ) ( VP ( VBD fell ) ( ADJP-PRD ( RB sharply ) ) ) ) ) """""" ##","( S ( CC But ) ( NP-SBJ ( PRP they ) ) ( VP ( VBD fell ) ( ADVP-MNR ( RB sharply ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" McCaw lost 8 % or 3 1\/2 to 40 """""" >>> Output: """"""","( S ( NP-SBJ ( NNP McCaw ) ) ( VP ( VBD lost ) ( NN 8 ) ( PP-SBJ ( IN 3 ) ( IN 1/2 ) ( IN 40 ) ) ) ) """""" ##","( S ( NP-SBJ ( NNP McCaw ) ) ( VP ( VBD lost ) ( NP ( NP ( CD 8 ) ( NN % ) ) ( CC or ) ( NP ( QP ( CD 3 ) ( CD 1\/2 ) ) ) ) ( PP-DIR ( TO to ) ( NP ( CD 40 ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" LIN Broadcasting dropped 5 1\/2 or 5 % to 107 1\/2 """""" >>> Output: """"""","( S ( NP-SBJ ( NNP LIN ) ( NNP Broadcasting ) ) ( VP ( VBD dropped ) ( NN 5 ) ( NN 1/2 ) ( NN or ) ( NN 5 ) ( NN % ) ( NN to ) ( NN 107 ) ( NN 1/2 ) ) ) """""" ##","( S ( NP-SBJ ( NNP LIN ) ( NNP Broadcasting ) ) ( VP ( VBD dropped ) ( NP-EXT ( NP ( QP ( CD 5 ) ( CD 1\/2 ) ) ) ( CC or ) ( NP ( CD 5 ) ( NN % ) ) ) ( PP-DIR ( TO to ) ( NP ( QP ( CD 107 ) ( CD 1\/2 ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The turnover in both issues was roughly normal """""" >>> Output: """"""","( S ( NP-SBJ ( DT The ) ( NN turnover ) ) ( VP ( VBD was ) ( ADJP-PRD ( RB roughly ) ( JJ normal ) ) ) ) """""" ##","( S ( NP-SBJ ( NP ( DT The ) ( NN turnover ) ) ( PP-LOC ( IN in ) ( NP ( DT both ) ( NNS issues ) ) ) ) ( VP ( VBD was ) ( ADJP-PRD ( RB roughly ) ( JJ normal ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Commercial Intertech plummeted 6 to 26 """""" >>> Output: """"""","( S ( NP-SBJ ( DT Commercial ) ( NN Intertech ) ) ( VP ( VBD plummeted ) ( DT 6 ) ( NN 26 ) ) ) """""" ##","( S ( NP-SBJ ( NNP Commercial ) ( NNP Intertech ) ) ( VP ( VBD plummeted ) ( NP-EXT ( CD 6 ) ) ( PP-DIR ( TO to ) ( NP ( CD 26 ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The issues of companies with ties to the junk bond market also tumbled Friday """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( DT The ) ) ( VP ( VBD issues ) ( NN companies ) ( NN with ) ( NN ties ) ( NN to ) ( NN junk ) ( NN bond ) ( NN market ) ) ) ( VP ( VBD also ) ( VP ( VBD tumbled ) ) ) ( NP-SBJ ( DT Friday ) ) ) """""" ##","( S ( NP-SBJ ( NP ( DT The ) ( NNS issues ) ) ( PP ( IN of ) ( NP ( NP ( NNS companies ) ) ( PP ( IN with ) ( NP ( NP ( NNS ties ) ) ( PP ( TO to ) ( NP ( DT the ) ( NN junk ) ( NN bond ) ( NN market ) ) ) ) ) ) ) ) ( ADVP ( RB also ) ) ( VP ( VBD tumbled ) ( NP-TMP ( NNP Friday ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" On the OTC market First Executive a big buyer of the high-risk high-yield issues slid 2 to 12 1\/4 """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP On ) ) ( VP ( VBD market ) ( NP-SBJ ( PRP First ) ( NN Executive ) ) ( ADJP-PRD ( JJ a ) ( JJ big ) ( JJ buyer ) ( JJ of ) ( JJ the ) ( JJ high-risk ) ( JJ high-yield ) ( JJ issues ) ) ( ADVP-TMP ( RB 2 ) ( DT to ) ( DT 12 ) ( DT 1/4 ) ) ) ) ) """""" ##","( S ( PP-TMP ( IN On ) ( NP ( DT the ) ( NNP OTC ) ( NN market ) ) ) ( NP-SBJ ( NP ( NNP First ) ( NNP Executive ) ) ( NP ( NP ( DT a ) ( JJ big ) ( NN buyer ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ high-risk ) ( JJ high-yield ) ( NNS issues ) ) ) ) ) ( VP ( VBD slid ) ( NP-EXT ( CD 2 ) ) ( PP-DIR ( TO to ) ( NP ( QP ( CD 12 ) ( CD 1\/4 ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Investors who bought stock with borrowed money that is on margin may be more worried than most following Friday 's market drop """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP Investors ) ) ( VP ( VBD bought ) ( NN stock ) ( VP ( VBD with ) ( NN borrowed ) ( NN money ) ( NN that ) ( NN is ) ( NN margin ) ) ) ( ADVP-TMP ( RB may ) ( VP ( VBD be ) ( ADJP-PRD ( JJ more ) ( JJ worried ) ) ) ) ( ADVP-TMP ( RB than ) ( NP-SBJ ( PRP most ) ) ) ( VP ( VBD following ) ( NP-SBJ ( PRP Friday ) ) ( NP-SBJ ( PRP 's ) ) ( NP-SBJ ( PRP market ) ) ( NP-SBJ ( PRP drop ) ) ) ) ) """""" ##","( S ( NP-SBJ ( NP ( NNS Investors ) ) ( SBAR ( WHNP-1 ( WP who ) ) ( S ( VP ( VBD bought ) ( NP ( NN stock ) ) ( PP-MNR ( IN with ) ( NP ( JJ borrowed ) ( NN money ) ) ) ( PRN ( S-ADV ( NP-SBJ ( DT that ) ) ( VP ( VBZ is ) ) ) ( PP ( IN on ) ( NP ( NN margin ) ) ) ) ) ) ) ) ( VP ( MD may ) ( VP ( VB be ) ( ADJP-PRD ( ADJP ( RBR more ) ( JJ worried ) ) ( PP ( IN than ) ( NP ( JJS most ) ) ) ) ( PP-TMP ( VBG following ) ( NP ( NP ( NNP Friday ) ( POS 's ) ) ( NN market ) ( NN drop ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" That 's because their brokers can require them to sell some shares or put up more cash to enhance the collateral backing their loans """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP That ) ) ( VP ( VBD 's ) ( ADJP-PRD ( VBN because ) ) ) ( NP-SBJ ( PRP their ) ) ( ADVP-TMP ( RB brokers ) ) ( VP ( VBD can ) ( ADJP-PRD ( VBN require ) ) ( NP-SBJ ( PRP them ) ) ( ADVP-TMP ( RB to ) ) ( VP ( VBD sell ) ( ADJP-PRD ( VBN some ) ) ( NP-SBJ ( PRP shares ) ) ) ( ADVP-TMP ( RB or ) ) ( VP ( VBD put ) ( ADJP-PRD ( VBN up ) ) ( NP-SBJ ( PRP more ) ) ( ADVP-TMP ( RB cash ) ) ( NP-SBJ ( PRP to ) ) ( ADVP-TMP ( RB enhance ) ) ( NP-SBJ ( PRP their ) ) ( ADVP-TMP ( RB collateral","( S ( NP-SBJ ( DT That ) ) ( VP ( VBZ 's ) ( SBAR-PRP-PRD ( IN because ) ( S ( NP-SBJ ( PRP$ their ) ( NNS brokers ) ) ( VP ( MD can ) ( VP ( VB require ) ( S ( NP-SBJ ( PRP them ) ) ( VP ( TO to ) ( VP ( VP ( VB sell ) ( NP ( DT some ) ( NNS shares ) ) ) ( CC or ) ( VP ( VB put ) ( PRT ( RP up ) ) ( NP ( NP ( JJR more ) ( NN cash ) ) ( SBAR ( S ( VP ( TO to ) ( VP ( VB enhance ) ( NP ( NP ( DT the ) ( NN collateral ) ) ( VP ( VBG backing ) ( NP ( PRP$ their ) ( NNS loans ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" In October 1987 these margin calls were thought to have contributed to the downward spiral of the stock market """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( DT In ) ( NNP October ) ( NNP 1987 ) ) ( VP ( VBD were ) ( ADJP-PRD ( VBN thought ) ( NNP to ) ( NNP have ) ( NNP contributed ) ( NNP the ) ( NNP downward ) ( NNP spiral ) ( NNP of ) ( NNP the ) ( NNP stock ) ( NNP market ) ) ) ) ) """""" ##","( S ( PP-TMP ( IN In ) ( NP ( NNP October ) ( CD 1987 ) ) ) ( NP-SBJ-1 ( DT these ) ( NN margin ) ( NNS calls ) ) ( VP ( VBD were ) ( VP ( VBN thought ) ( S ( VP ( TO to ) ( VP ( VB have ) ( VP ( VBN contributed ) ( PP-CLR ( TO to ) ( NP ( NP ( DT the ) ( JJ downward ) ( NN spiral ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN stock ) ( NN market ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Typically a margin call occurs when the price of a stock falls below 75 % of its original value """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( JJ Typically ) ) ( VP ( VBD occurs ) ( ADJP-PRD ( JJ a ) ( NN margin ) ( NN call ) ) ) ) ( NP-SBJ ( JJ when ) ) ( S-TPC-1 ( NP-SBJ ( JJ the ) ( NN price ) ( NN of ) ( NN a ) ( NN stock ) ) ( NN falls ) ( NN below ) ( NN 75 ) ( NN % ) ( NN of ) ( NN its ) ( NN original ) ( NN value ) ) ) """""" ##","( S ( ADVP ( RB Typically ) ) ( NP-SBJ ( DT a ) ( NN margin ) ( NN call ) ) ( VP ( VBZ occurs ) ( SBAR-TMP ( WHADVP-1 ( WRB when ) ) ( S ( NP-SBJ ( NP ( DT the ) ( NN price ) ) ( PP ( IN of ) ( NP ( DT a ) ( NN stock ) ) ) ) ( VP ( VBZ falls ) ( PP-DIR ( IN below ) ( NP ( NP ( CD 75 ) ( NN % ) ) ( PP ( IN of ) ( NP ( PRP$ its ) ( JJ original ) ( NN value ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" If the investor does n't put up the extra cash to satisfy the call the brokerage firm may begin liquidating the securities """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP If ) ) ( VP ( VBD does ) ( VBN n't ) ( VBD put ) ( VBD up ) ( VBD the ) ( NN extra ) ( NN cash ) ( NN to ) ( VBD satisfy ) ( VBD the ) ( NN call ) ) ( NP-SBJ ( PRP the ) ) ( NN brokerage ) ( NN firm ) ( NN may ) ( VBD begin ) ( VBD liquidating ) ( NN the ) ( NN securities ) ) ) """""" ##","( S ( SBAR-ADV ( IN If ) ( S ( NP-SBJ ( DT the ) ( NN investor ) ) ( VP ( VBZ does ) ( RB n't ) ( VP ( VB put ) ( PRT ( RP up ) ) ( NP ( NP ( DT the ) ( JJ extra ) ( NN cash ) ) ( SBAR ( S ( VP ( TO to ) ( VP ( VB satisfy ) ( NP ( DT the ) ( NN call ) ) ) ) ) ) ) ) ) ) ) ( NP-SBJ-2 ( DT the ) ( NN brokerage ) ( NN firm ) ) ( VP ( MD may ) ( VP ( VB begin ) ( S ( VP ( VBG liquidating ) ( NP ( DT the ) ( NNS securities ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" But some big brokerage firms said they do n't expect major problems as a result of margin calls """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP But ) ) ( VP ( VBD some ) ( NN big ) ( NN brokerage ) ( NN firms ) ) ( ADVP-TMP ( RB said ) ) ( VP ( VBD do ) ( VBN n't ) ( VBD expect ) ( NN major ) ( NN problems ) ( NN as ) ( NN a ) ( NN result ) ( NN of ) ( NN margin ) ( NN calls ) ) ) ) """""" ##","( S ( CC But ) ( NP-SBJ ( DT some ) ( JJ big ) ( NN brokerage ) ( NNS firms ) ) ( VP ( VBD said ) ( SBAR ( S ( NP-SBJ ( PRP they ) ) ( VP ( VBP do ) ( RB n't ) ( VP ( VB expect ) ( NP ( NP ( JJ major ) ( NNS problems ) ) ( PP-PRP ( IN as ) ( NP ( NP ( DT a ) ( NN result ) ) ( PP ( IN of ) ( NP ( NN margin ) ( NNS calls ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Margin calls since Friday have been higher than usual but reasonable a spokesman for Shearson Lehman Hutton Inc. said """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP Margin ) ) ( VP ( VBD calls ) ( ADJP-PRD ( RB since ) ( DT Friday ) ) ( ADJP-PRD ( RB higher ) ( DT than ) ( DT usual ) ) ) ( ADVP-TMP ( RB but ) ( ADJP-PRD ( RB reasonable ) ) ) ( NP-SBJ ( PRP a ) ( NN spokesman ) ( NN for ) ( NN Shearson ) ( NN Lehman ) ( NN Hutton ) ( NN Inc. ) ) ( VP ( VBD said ) ) ) ) """""" ##","( S ( S-TPC-1 ( NP-SBJ ( NN Margin ) ( NNS calls ) ) ( PP-TMP ( IN since ) ( NP ( NNP Friday ) ) ) ( VP ( VBP have ) ( VP ( VBN been ) ( ADJP-PRD ( ADJP ( ADJP ( JJR higher ) ) ( PP ( IN than ) ( NP ( JJ usual ) ) ) ) ( CC but ) ( ADJP ( JJ reasonable ) ) ) ) ) ) ( NP-SBJ ( NP ( DT a ) ( NN spokesman ) ) ( PP ( IN for ) ( NP ( NNP Shearson ) ( NNP Lehman ) ( NNP Hutton ) ( NNP Inc. ) ) ) ) ( VP ( VBD said ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Hugo Quackenbush senior vice president at Charles Schwab Corp. the San Francisco-based discount brokerage firm said he did n't expect any immediate problems with margin calls for Schwab customers """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NNP Hugo ) ( NNP Quackenbush ) ) ( VP ( VBD senior ) ( JJ vice ) ( NNP president ) ( NNP at ) ( NNP Charles ) ( NNP Schwab ) ( NNP Corp. ) ) ( NP-SBJ ( NNP the ) ( NNP San ) ( NNP Francisco-based ) ( JJ discount ) ( NNP brokerage ) ( NNP firm ) ) ( NP-SBJ ( NNP said ) ( VP ( VBD he ) ( VBD did ) ( VBD n't ) ( VBD expect ) ( VBD any ) ( VBD immediate ) ( VBD problems ) ( NNP with ) ( NNP margin ) ( NNP calls ) ( NNP for ) ( NNP Schwab ) ( NNP customers ) ) ) ) ) """""" ##","( S ( NP-SBJ ( NP ( NNP Hugo ) ( NNP Quackenbush ) ) ( NP ( NP ( JJ senior ) ( NN vice ) ( NN president ) ) ( PP-LOC ( IN at ) ( NP ( NP ( NNP Charles ) ( NNP Schwab ) ( NNP Corp. ) ) ( NP ( DT the ) ( ADJP ( NNP San ) ( JJ Francisco-based ) ) ( JJ discount ) ( NN brokerage ) ( NN firm ) ) ) ) ) ) ( VP ( VBD said ) ( SBAR ( S ( NP-SBJ ( PRP he ) ) ( VP ( VBD did ) ( RB n't ) ( VP ( VB expect ) ( NP ( NP ( DT any ) ( JJ immediate ) ( NNS problems ) ) ( PP ( IN with ) ( NP ( NN margin ) ( NNS calls ) ) ) ( PP ( IN for ) ( NP ( NNP Schwab ) ( NNS customers ) ) ) ) ) ) ) ) ) )"
