"input","output","label"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The name surfacing in rumors is British Petroleum Co. which is looking to expand its polyethylene business in the U.S. """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN The ) ) ( NN name ) ) ( NN surfacing ) ( NN in ) ( NN rumors ) ) """""" ##","( S ( NP-SBJ ( NP ( DT The ) ( NN name ) ) ( VP ( VBG surfacing ) ( PP-LOC ( IN in ) ( NP ( NNS rumors ) ) ) ) ) ( VP ( VBZ is ) ( NP-PRD ( NP ( NNP British ) ( NNP Petroleum ) ( NNP Co. ) ) ( SBAR ( WHNP-1 ( WDT which ) ) ( S ( VP ( VBZ is ) ( VP ( VBG looking ) ( S ( VP ( TO to ) ( VP ( VB expand ) ( NP ( NP ( PRP$ its ) ( NN polyethylene ) ( NN business ) ) ( PP-LOC ( IN in ) ( NP ( DT the ) ( NNP U.S. ) ) ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Ford Motor Co. said it acquired 5 % of the shares in Jaguar PLC """""" >>> Output: """"""","( S ( NP-SBJ ( NNP Ford ) ( NN Motor ) ( NN Co. ) ) ( VP ( VBD said ) ) ( S ( NP-SBJ ( NNP it ) ) ( VP ( VBD acquired ) ) ) ) """""" ##","( S ( NP-SBJ ( NNP Ford ) ( NNP Motor ) ( NNP Co. ) ) ( VP ( VBD said ) ( SBAR ( S ( NP-SBJ ( PRP it ) ) ( VP ( VBD acquired ) ( NP ( NP ( CD 5 ) ( NN % ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NNS shares ) ) ( PP-LOC ( IN in ) ( NP ( NNP Jaguar ) ( NNP PLC ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Jaguar the London Stock Exchange and the U.S. Securities and Exchange Commission are being notified of the transactions the company said """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN Jaguar ) ) ( VP ( VBD the ) ( NN London ) ( NN Stock ) ( NN Exchange ) ) ) ( NP-SBJ ( NN the ) ( NN U.S. ) ( NN Securities ) ( NN and ) ( NN Exchange ) ( NN Commission ) ) ) """""" ##","( S ( S-TPC-2 ( NP-SBJ-1 ( NP ( NNP Jaguar ) ) ( NP ( DT the ) ( NNP London ) ( NNP Stock ) ( NNP Exchange ) ) ( CC and ) ( NP ( DT the ) ( NNP U.S. ) ( NNP Securities ) ( CC and ) ( NNP Exchange ) ( NNP Commission ) ) ) ( VP ( VBP are ) ( VP ( VBG being ) ( VP ( VBN notified ) ( PP-CLR ( IN of ) ( NP ( DT the ) ( NNS transactions ) ) ) ) ) ) ) ( NP-SBJ ( DT the ) ( NN company ) ) ( VP ( VBD said ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The U.S. Federal Trade Commission advised Ford last week that it would n't raise any objection to the acquisition of as much as 15 % of Jaguar shares """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN The ) ( NN U.S. ) ( NN Federal ) ( NN Trade ) ( NN Commission ) ) ) ( ADVP-TMP ( RB last ) ) ( NN week ) ) """""" ##","( S ( NP-SBJ ( DT The ) ( NNP U.S. ) ( NNP Federal ) ( NNP Trade ) ( NNP Commission ) ) ( VP ( VBD advised ) ( NP ( NNP Ford ) ) ( NP-TMP ( JJ last ) ( NN week ) ) ( SBAR ( IN that ) ( S ( NP-SBJ ( PRP it ) ) ( VP ( MD would ) ( RB n't ) ( VP ( VB raise ) ( NP ( NP ( DT any ) ( NN objection ) ) ( PP ( TO to ) ( NP ( NP ( DT the ) ( NN acquisition ) ) ( PP ( IN of ) ( NP ( NP ( NP ( RB as ) ( JJ much ) ) ( PP ( IN as ) ( NP ( CD 15 ) ( NN % ) ) ) ) ( PP ( IN of ) ( NP ( NNP Jaguar ) ( NNS shares ) ) ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" General Motors Corp. said it had discussed the possibility of a joint venture with Jaguar before Ford began buying shares """""" >>> Output: """"""","( S ( NP-SBJ ( NNP General ) ( NN Motors ) ( NN Corp. ) ) ( VP ( VBD said ) ) ) """""" ##","( S ( NP-SBJ ( NNP General ) ( NNP Motors ) ( NNP Corp. ) ) ( VP ( VBD said ) ( SBAR ( S ( NP-SBJ ( PRP it ) ) ( VP ( VBD had ) ( VP ( VBN discussed ) ( NP ( NP ( DT the ) ( NN possibility ) ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( JJ joint ) ( NN venture ) ) ( PP ( IN with ) ( NP ( NNP Jaguar ) ) ) ) ) ) ( SBAR-TMP ( IN before ) ( S ( NP-SBJ-1 ( NNP Ford ) ) ( VP ( VBD began ) ( S ( VP ( VBG buying ) ( NP ( NNS shares ) ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" GM said it still is talking with Jaguar about acquiring a minority interest """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN GM ) ) ( VP ( VBD said ) ( ADVP-TMP ( RB it ) ) ) ) ( S ( S-TPC-1 ( NP-SBJ ( NN it ) ) ( VP ( VBD still ) ( ADVP-TMP ( RB is ) ) ) ) ( NP-SBJ ( NN talking ) ) ) ) """""" ##","( S ( NP-SBJ ( NNP GM ) ) ( VP ( VBD said ) ( SBAR ( S ( NP-SBJ-1 ( PRP it ) ) ( ADVP-TMP ( RB still ) ) ( VP ( VBZ is ) ( VP ( VBG talking ) ( PP ( IN with ) ( NP ( NNP Jaguar ) ) ) ( PP-CLR ( IN about ) ( S-NOM ( VP ( VBG acquiring ) ( NP ( DT a ) ( NN minority ) ( NN interest ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Robert G. Walden 62 years old was elected a director of this provider of advanced technology systems and services increasing the board to eight members """""" >>> Output: """"""","( S ( NP-SBJ ( NNP Robert ) ( NNP G. ) ( NNP Walden ) ) ( NN 62 ) ( NN years ) ( NN old ) ) """""" ##","( S ( NP-SBJ-1 ( NP ( NNP Robert ) ( NNP G. ) ( NNP Walden ) ) ( ADJP ( NP ( CD 62 ) ( NNS years ) ) ( JJ old ) ) ) ( VP ( VBD was ) ( VP ( VBN elected ) ( S ( NP-PRD ( NP ( DT a ) ( NN director ) ) ( PP ( IN of ) ( NP ( NP ( DT this ) ( NN provider ) ) ( PP ( IN of ) ( NP ( JJ advanced ) ( NN technology ) ( NNS systems ) ( CC and ) ( NNS services ) ) ) ) ) ) ) ( S-ADV ( VP ( VBG increasing ) ( NP ( DT the ) ( NN board ) ) ( PP-DIR ( TO to ) ( NP ( CD eight ) ( NNS members ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" He retired as senior vice president finance and administration and chief financial officer of the company Oct. 1 """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP He ) ) ( VP ( VBD retired ) ( ADVP-TMP ( RB as ) ) ) ) ( NP-SBJ ( NNP senior ) ( NNP vice ) ( NNP president ) ( NNP finance ) ( NNP and ) ( NNP administration ) ( NNP and ) ( NNP chief ) ( NNP financial ) ( NNP officer ) ( NNP of ) ( NNP the ) ( NNP company ) ) ) """""" ##","( S ( NP-SBJ ( PRP He ) ) ( VP ( VBD retired ) ( PP ( IN as ) ( NP ( NP ( NP ( JJ senior ) ( NN vice ) ( NN president ) ) ( NP ( NN finance ) ( CC and ) ( NN administration ) ) ) ( CC and ) ( NP ( NP ( JJ chief ) ( JJ financial ) ( NN officer ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN company ) ) ) ) ) ) ( NP-TMP ( NNP Oct. ) ( CD 1 ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" That rise came on top of a 0.7 % gain in August and suggested there is still healthy consumer demand in the economy """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN That ) ) ( VP ( VBD rise ) ) ) ( ADVP-TMP ( RB on ) ) ( NP-SBJ ( NN top ) ) ( NN of ) ) """""" ##","( S ( NP-SBJ ( DT That ) ( NN rise ) ) ( VP ( VP ( VBD came ) ( PP-LOC ( IN on ) ( NP ( NP ( NN top ) ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( ADJP ( CD 0.7 ) ( NN % ) ) ( NN gain ) ) ( PP-TMP ( IN in ) ( NP ( NNP August ) ) ) ) ) ) ) ) ( CC and ) ( VP ( VBD suggested ) ( SBAR ( S ( NP-SBJ ( EX there ) ) ( VP ( VBZ is ) ( ADVP-TMP ( RB still ) ) ( NP-PRD ( NP ( JJ healthy ) ( NN consumer ) ( NN demand ) ) ( PP-LOC ( IN in ) ( NP ( DT the ) ( NN economy ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" But economists were divided over the extent of the inflation threat signaled by the new numbers """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN But ) ) ( VP ( VBD were ) ( ADVP-TMP ( RB divided ) ) ) ) ( ADVP-TMP ( RB over ) ) ( ADVP-TMP ( RB the ) ) ( ADVP-TMP ( RB extent ) ) ) """""" ##","( S ( CC But ) ( NP-SBJ ( NNS economists ) ) ( VP ( VBD were ) ( ADJP-PRD ( JJ divided ) ) ( PP ( IN over ) ( NP ( NP ( DT the ) ( NN extent ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NN inflation ) ( NN threat ) ) ( VP ( VBD signaled ) ( PP ( IN by ) ( NP-LGS ( DT the ) ( JJ new ) ( NNS numbers ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" But Sung Won Sohn chief economist at Norwest Corp. in Minneapolis blamed rising energy prices and the annual autumn increase in car prices for most of the September jump """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN But ) ) ( S-TPC-2 ( NP-SBJ ( NN Sung ) ) ( NN Won ) ) ) ( NP-SBJ ( NN Sohn ) ) ( NN chief ) ( NN economist ) ( NN at ) ( NN Norwest ) ( NN Corp. ) ( NN in ) ( NN Minneapolis ) ) """""" ##","( S ( CC But ) ( NP-SBJ ( NP ( NNP Sung ) ( NNP Won ) ( NNP Sohn ) ) ( NP ( NP ( JJ chief ) ( NN economist ) ) ( PP-LOC ( IN at ) ( NP ( NP ( NNP Norwest ) ( NNP Corp. ) ) ( PP-LOC ( IN in ) ( NP ( NNP Minneapolis ) ) ) ) ) ) ) ( VP ( VBD blamed ) ( NP ( NP ( VBG rising ) ( NN energy ) ( NNS prices ) ) ( CC and ) ( NP ( NP ( DT the ) ( JJ annual ) ( NN autumn ) ( NN increase ) ) ( PP-LOC ( IN in ) ( NP ( NN car ) ( NNS prices ) ) ) ) ) ( PP-CLR ( IN for ) ( NP ( NP ( JJS most ) ) ( PP ( IN of ) ( NP ( DT the ) ( NNP September ) ( NN jump ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" I would say this is not bad news this is a blip he said """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD would ) ( ADVP-TMP ( RB say ) ) ( ADVP-TMP ( RB this ) ) ( ADJP-PRD ( JJ not ) ) ( ADJP-PRD ( JJ bad ) ) ( NN news ) ) ) ( ADVP-TMP ( RB this ) ) ( ADJP-PRD ( JJ a ) ) ( ADJP-PRD ( JJ blip ) ) ) """""" ##","( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( MD would ) ( VP ( VB say ) ( SBAR ( S ( S ( NP-SBJ ( DT this ) ) ( VP ( VBZ is ) ( RB not ) ( NP-PRD ( JJ bad ) ( NN news ) ) ) ) ( S ( NP-SBJ ( DT this ) ) ( VP ( VBZ is ) ( NP-PRD ( DT a ) ( NN blip ) ) ) ) ) ) ) ) ) ( NP-SBJ ( PRP he ) ) ( VP ( VBD said ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The core rate is not really out of line """""" >>> Output: """"""","( S ( NP-SBJ ( NN The ) ( NN core ) ) ( VP ( VBZ is ) ( ADJP-PRD ( JJ not ) ( JJ really ) ) ( ADJP-PRD ( JJ out ) ( JJ of ) ( JJ line ) ) ) ) """""" ##","( S ( NP-SBJ ( DT The ) ( JJ core ) ( NN rate ) ) ( VP ( VBZ is ) ( RB not ) ( ADVP ( RB really ) ) ( ADVP-LOC-PRD ( IN out ) ( PP ( IN of ) ( NP ( NN line ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" All year energy prices have skewed the producer price index which measures changes in the prices producers receive for goods """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN All ) ) ( NN year ) ) ( NN energy ) ) """""" ##","( S ( NP-TMP ( DT All ) ( NN year ) ) ( NP-SBJ ( NN energy ) ( NNS prices ) ) ( VP ( VBP have ) ( VP ( VBN skewed ) ( NP ( NP ( DT the ) ( NN producer ) ( NN price ) ( NN index ) ) ( SBAR ( WHNP-1 ( WDT which ) ) ( S ( VP ( VBZ measures ) ( NP ( NP ( NNS changes ) ) ( PP-LOC ( IN in ) ( NP ( NP ( DT the ) ( NNS prices ) ) ( SBAR ( S ( NP-SBJ ( NNS producers ) ) ( VP ( VBP receive ) ( PP-PRP ( IN for ) ( NP ( NNS goods ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Energy prices then plummeted through the summer causing the index to decline for three consecutive months """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN Energy ) ) ( VP ( VBD prices ) ( ADVP-TMP ( RB then ) ) ( VP ( VBD plummeted ) ( ADVP-TMP ( RB through ) ) ( NN the ) ( NN summer ) ) ) ) ( NP-SBJ ( NN index ) ) ( VP ( VBD decline ) ( ADVP-TMP ( RB for ) ) ( NN three ) ( NN consecutive ) ( NN months ) ) ) """""" ##","( S ( NP-SBJ ( NN Energy ) ( NNS prices ) ) ( ADVP-TMP ( RB then ) ) ( VP ( VBN plummeted ) ( PP-TMP ( IN through ) ( NP ( DT the ) ( NN summer ) ) ) ( S-ADV ( VP ( VBG causing ) ( S ( NP-SBJ ( DT the ) ( NN index ) ) ( VP ( TO to ) ( VP ( VB decline ) ( PP-TMP ( IN for ) ( NP ( CD three ) ( JJ consecutive ) ( NNS months ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Overall the index has climbed at a 5.1 % compound annual rate since the start of the year the Labor Department said """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN Overall ) ) ( VP ( VBD has ) ( ADVP-TMP ( RB climbed ) ) ( ADVP-TMP ( RB at ) ) ( ADVP-TMP ( RB a ) ) ( ADVP-TMP ( RB 5.1 ) ) ( ADVP-TMP ( RB % ) ) ( ADVP-TMP ( RB compound ) ) ( ADVP-TMP ( RB annual ) ) ( ADVP-TMP ( RB rate ) ) ) ) ( ADVP-TMP ( RB since ) ) ( ADVP-TMP ( RB the ) ) ( ADVP-TMP ( RB start ) ) ( ADVP-TMP ( RB of ) ) ( ADVP-TMP ( RB the ) ) ( ADVP-TMP ( RB year ) ) ) """""" ##","( S ( S-TPC-1 ( ADVP ( RB Overall ) ) ( NP-SBJ ( DT the ) ( NN index ) ) ( VP ( VBZ has ) ( VP ( VBN climbed ) ( PP ( IN at ) ( NP ( DT a ) ( ADJP ( CD 5.1 ) ( NN % ) ) ( JJ compound ) ( JJ annual ) ( NN rate ) ) ) ( PP-TMP ( IN since ) ( NP ( NP ( DT the ) ( NN start ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN year ) ) ) ) ) ) ) ) ( NP-SBJ ( DT the ) ( NNP Labor ) ( NNP Department ) ) ( VP ( VBD said ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Moreover this year 's good inflation news may have ended last month when energy prices zoomed up 6.5 % after plunging 7.3 % in August """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( NN Moreover ) ) ( VP ( VBD this ) ( NN year ) ( NN 's ) ( NN good ) ( NN inflation ) ( NN news ) ) ) ( ADVP-TMP ( RB may ) ) ( VP ( VBD have ) ( VP ( VBD ended ) ) ) ) """""" ##","( S ( ADVP ( RB Moreover ) ) ( NP-SBJ ( NP ( DT this ) ( NN year ) ( POS 's ) ) ( JJ good ) ( NN inflation ) ( NN news ) ) ( VP ( MD may ) ( VP ( VB have ) ( VP ( VBN ended ) ( NP-TMP ( NP ( JJ last ) ( NN month ) ) ( SBAR ( WHADVP-1 ( WRB when ) ) ( S ( NP-SBJ-2 ( NN energy ) ( NNS prices ) ) ( VP ( VBD zoomed ) ( ADVP-DIR ( RB up ) ) ( NP-EXT ( CD 6.5 ) ( NN % ) ) ( PP-TMP ( IN after ) ( S-NOM ( VP ( VBG plunging ) ( NP-EXT ( CD 7.3 ) ( NN % ) ) ( PP-TMP ( IN in ) ( NP ( NNP August ) ) ) ) ) ) ) ) ) ) ) ) ) )"
